latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,-14400,America/New_York,GMT-4

time,temperature_2m_mean (°C),temperature_2m_max (°C)
2024-12-17,10.6,14.5
2024-12-18,6.1,9.7
2024-12-19,4.2,6.5
2024-12-20,0.7,2.3
2024-12-21,-2.9,0.1
2024-12-22,-9.3,-7.2
2024-12-23,-10.4,-4.2
2024-12-24,-1.9,1.2
2024-12-25,-3.1,-0.1
2024-12-26,-5.2,-0.5
2024-12-27,-4.1,1.8
2024-12-28,3.8,7.0
2024-12-29,9.3,15.9
2024-12-30,11.2,12.8
2024-12-31,6.0,9.5
2025-01-01,7.2,10.7
2025-01-02,2.4,5.2
2025-01-03,0.2,3.0
2025-01-04,-1.7,-0.3
2025-01-05,-2.4,0.1
2025-01-06,-2.6,-1.8
2025-01-07,-5.4,-3.2
2025-01-08,-4.5,-2.7
2025-01-09,-4.4,-1.7
2025-01-10,-1.1,3.1
2025-01-11,-1.4,0.2
2025-01-12,0.4,4.6
2025-01-13,1.0,6.4
2025-01-14,-1.9,0.1
2025-01-15,-3.6,-1.3
2025-01-16,-3.4,-0.8
2025-01-17,-0.9,4.8
2025-01-18,2.6,6.3
2025-01-19,0.5,2.4
2025-01-20,-7.3,-2.8
2025-01-21,-11.6,-8.6
2025-01-22,-12.0,-8.4
2025-01-23,-8.8,-3.7
2025-01-24,-6.6,-1.3
2025-01-25,-7.2,-2.2
2025-01-26,-1.3,3.9
2025-01-27,-1.5,1.8
2025-01-28,0.4,4.2
2025-01-29,3.8,8.9
2025-01-30,-2.2,0.8
2025-01-31,3.4,6.0
2025-02-01,0.5,6.0
2025-02-02,-4.7,1.1
2025-02-03,1.6,5.9
2025-02-04,3.4,5.9
2025-02-05,-1.7,1.6
2025-02-06,0.9,4.2
2025-02-07,1.1,4.9
2025-02-08,-2.1,0.9
2025-02-09,-0.4,1.2
2025-02-10,-2.3,0.3
2025-02-11,-4.4,-0.4
2025-02-12,-0.9,0.2
2025-02-13,3.1,7.0
2025-02-14,-1.3,0.8
2025-02-15,-1.2,1.5
2025-02-16,2.7,7.2
2025-02-17,-1.8,0.7
2025-02-18,-5.5,-3.2
2025-02-19,-5.4,-1.3
2025-02-20,-5.1,-1.3
2025-02-21,-4.2,-0.5
2025-02-22,-2.4,3.5
2025-02-23,2.3,7.7
2025-02-24,3.2,8.1
2025-02-25,6.9,12.3
2025-02-26,6.9,13.6
2025-02-27,8.3,11.9
2025-02-28,5.9,9.5
2025-03-01,6.8,15.8
2025-03-02,-3.6,0.4
2025-03-03,-1.8,3.5
2025-03-04,4.6,12.7
2025-03-05,9.5,12.4
2025-03-06,9.4,12.0
2025-03-07,3.6,8.0
2025-03-08,3.4,6.0
2025-03-09,3.5,10.2
2025-03-10,9.3,16.9
2025-03-11,9.3,15.9
2025-03-12,7.2,11.1
2025-03-13,5.5,10.2
2025-03-14,5.8,12.7
2025-03-15,6.4,9.0
2025-03-16,12.5,15.7
2025-03-17,11.4,14.6
2025-03-18,6.6,13.9
2025-03-19,7.9,14.0
2025-03-20,7.6,9.9
2025-03-21,6.3,9.1
2025-03-22,8.1,16.2
2025-03-23,2.9,8.1
2025-03-24,6.9,10.4
2025-03-25,9.1,14.0
2025-03-26,5.8,10.0
2025-03-27,4.4,9.7
2025-03-28,9.9,15.5
2025-03-29,15.8,26.1
2025-03-30,8.5,13.7
2025-03-31,16.4,23.8
2025-04-01,8.6,15.8
2025-04-02,NaN,8.3
2025-04-03,NaN,NaN
